2025-12-14T02:56:16.000000000Z [inf]  Starting Container
2025-12-14T02:59:27.674842594Z [inf]    "finish_reason": "stop"
2025-12-14T02:59:27.674848961Z [inf]  }
2025-12-14T02:59:27.674856309Z [inf]  [GPT-Screen] DOGEUSDT: score=22, direction=NONE, hasOpp=false
2025-12-14T02:59:27.674862980Z [inf]  [Engine] DOGEUSDT: No opportunity (score: 22) - skipping full analysis
2025-12-14T02:59:29.804432959Z [inf]  [GPT-Screen] SOLUSDT full response: {
2025-12-14T02:59:29.804439808Z [inf]    "index": 0,
2025-12-14T02:59:29.804449262Z [inf]    "message": {
2025-12-14T02:59:29.804456110Z [inf]      "role": "assistant",
2025-12-14T02:59:29.804463303Z [inf]      "content": "{\"hasOpportunity\": true, \"direction\": \"SELL\", \"score\": 53}",
2025-12-14T02:59:29.804469820Z [inf]      "refusal": null,
2025-12-14T02:59:29.804476785Z [inf]      "annotations": []
2025-12-14T02:59:29.804483521Z [inf]    },
2025-12-14T02:59:29.804490041Z [inf]    "finish_reason": "stop"
2025-12-14T02:59:29.804497948Z [inf]  }
2025-12-14T02:59:29.804505216Z [inf]  [GPT-Screen] SOLUSDT: score=53, direction=SELL, hasOpp=true
2025-12-14T02:59:29.804512761Z [inf]  [Engine] SOLUSDT: Opportunity detected! (score: 53, direction: SELL)
2025-12-14T02:59:29.835224525Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:59:29.849761359Z [inf]  [GPT-Screen] SOLUSDT full response: {
2025-12-14T02:59:29.849771543Z [inf]    "index": 0,
2025-12-14T02:59:29.849776779Z [inf]    "message": {
2025-12-14T02:59:29.849781796Z [inf]      "role": "assistant",
2025-12-14T02:59:29.849786266Z [inf]      "content": "",
2025-12-14T02:59:29.849791410Z [inf]      "refusal": null,
2025-12-14T02:59:29.849797342Z [inf]      "annotations": []
2025-12-14T02:59:29.849801913Z [inf]    },
2025-12-14T02:59:29.849806559Z [inf]    "finish_reason": "length"
2025-12-14T02:59:29.849811029Z [inf]  }
2025-12-14T02:59:29.849815301Z [inf]  [GPT-Screen] SOLUSDT: Empty content, checking refusal: null
2025-12-14T02:59:29.849820179Z [inf]  [Engine] SOLUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:59:30.038088579Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:59:30.062839921Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:59:30.079587504Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:59:34.072111728Z [inf]  [GPT-Screen] BNBUSDT full response: {
2025-12-14T02:59:34.072124106Z [inf]    "index": 0,
2025-12-14T02:59:34.072130253Z [inf]    "message": {
2025-12-14T02:59:34.072136191Z [inf]      "role": "assistant",
2025-12-14T02:59:34.072142608Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"SELL\", \"score\": 35}",
2025-12-14T02:59:34.072154034Z [inf]      "refusal": null,
2025-12-14T02:59:34.072160358Z [inf]      "annotations": []
2025-12-14T02:59:34.072166885Z [inf]    },
2025-12-14T02:59:34.072172518Z [inf]    "finish_reason": "stop"
2025-12-14T02:59:34.072178287Z [inf]  }
2025-12-14T02:59:34.072184516Z [inf]  [GPT-Screen] BNBUSDT: score=35, direction=SELL, hasOpp=false
2025-12-14T02:59:34.072191548Z [inf]  [Engine] BNBUSDT: No opportunity (score: 35) - skipping full analysis
2025-12-14T02:59:40.214060323Z [inf]  [GPT-Screen] SUIUSDT full response: {
2025-12-14T02:59:40.214066818Z [inf]    "index": 0,
2025-12-14T02:59:40.214071938Z [inf]    "message": {
2025-12-14T02:59:40.214078123Z [inf]      "role": "assistant",
2025-12-14T02:59:40.214083756Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"NONE\", \"score\": 45}",
2025-12-14T02:59:40.214090962Z [inf]      "refusal": null,
2025-12-14T02:59:40.214097670Z [inf]      "annotations": []
2025-12-14T02:59:40.214102700Z [inf]    },
2025-12-14T02:59:40.214107437Z [inf]    "finish_reason": "stop"
2025-12-14T02:59:40.214111920Z [inf]  }
2025-12-14T02:59:40.214116222Z [inf]  [GPT-Screen] SUIUSDT: score=45, direction=NONE, hasOpp=false
2025-12-14T02:59:40.214120687Z [inf]  [Engine] SUIUSDT: No opportunity (score: 45) - skipping full analysis
2025-12-14T02:59:40.908676414Z [inf]  [Engine] BTCUSDT: BUY (58%)
2025-12-14T02:59:40.908684118Z [inf]  [Engine]   └─ Contexto de scalping en rango (ADX 10.3) con volatilidad baja (ATR 0.134% y BB Width 0.45%), lo que ...
2025-12-14T02:59:40.908690162Z [inf]  [Engine]   └─ Size: 3% | Leverage: 4x
2025-12-14T02:59:40.908696363Z [inf]  [Engine]   └─ SL: $90015.00 | TP: $90480.00
2025-12-14T02:59:41.956241795Z [err]  [Engine] Failed to open position: Request failed with status code 400
2025-12-14T02:59:42.191554124Z [inf]  [Engine] SOLUSDT: HOLD (52%)
2025-12-14T02:59:42.191560716Z [inf]  [Engine]   └─ Régimen actual es de rango con tendencia débil (ADX 12.5), por lo que las señales de continuación ti...
2025-12-14T02:59:43.871203772Z [inf]  [GPT-Screen] XRPUSDT: score=22, direction=NONE, hasOpp=false
2025-12-14T02:59:43.871212796Z [inf]  [Engine] XRPUSDT: No opportunity (score: 22) - skipping full analysis
2025-12-14T02:59:43.871235070Z [inf]  [GPT-Screen] XRPUSDT full response: {
2025-12-14T02:59:43.871244961Z [inf]    "index": 0,
2025-12-14T02:59:43.871249129Z [inf]    "message": {
2025-12-14T02:59:43.871253111Z [inf]      "role": "assistant",
2025-12-14T02:59:43.871256840Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"NONE\", \"score\": 22}",
2025-12-14T02:59:43.871260889Z [inf]      "refusal": null,
2025-12-14T02:59:43.871264820Z [inf]      "annotations": []
2025-12-14T02:59:43.871269814Z [inf]    },
2025-12-14T02:59:43.871273529Z [inf]    "finish_reason": "stop"
2025-12-14T02:59:43.871277223Z [inf]  }
2025-12-14T02:59:46.828974936Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"NONE\", \"score\": 30}",
2025-12-14T02:59:46.828984420Z [inf]      "refusal": null,
2025-12-14T02:59:46.828990415Z [inf]      "annotations": []
2025-12-14T02:59:46.828996211Z [inf]    },
2025-12-14T02:59:46.829003443Z [inf]    "finish_reason": "stop"
2025-12-14T02:59:46.829008986Z [inf]  }
2025-12-14T02:59:46.829015852Z [inf]  [GPT-Screen] XRPUSDT: score=30, direction=NONE, hasOpp=false
2025-12-14T02:59:46.829021584Z [inf]  [Engine] XRPUSDT: No opportunity (score: 30) - skipping full analysis
2025-12-14T02:59:46.829027422Z [inf]  [GPT-Screen] ARBUSDT full response: {
2025-12-14T02:59:46.829033635Z [inf]    "index": 0,
2025-12-14T02:59:46.829037892Z [inf]    "message": {
2025-12-14T02:59:46.829042894Z [inf]      "role": "assistant",
2025-12-14T02:59:46.829048590Z [inf]      "content": "{\"hasOpportunity\": true, \"direction\": \"BUY\", \"score\": 72}",
2025-12-14T02:59:46.829060171Z [inf]      "refusal": null,
2025-12-14T02:59:46.829064435Z [inf]      "annotations": []
2025-12-14T02:59:46.829068660Z [inf]    },
2025-12-14T02:59:46.829073772Z [inf]    "finish_reason": "stop"
2025-12-14T02:59:46.829082178Z [inf]  }
2025-12-14T02:59:46.829089788Z [inf]  [GPT-Screen] ARBUSDT: score=72, direction=BUY, hasOpp=true
2025-12-14T02:59:46.829096290Z [inf]  [Engine] ARBUSDT: Opportunity detected! (score: 72, direction: BUY)
2025-12-14T02:59:46.829219361Z [inf]  [GPT-Screen] XRPUSDT full response: {
2025-12-14T02:59:46.829225628Z [inf]    "index": 0,
2025-12-14T02:59:46.829231597Z [inf]    "message": {
2025-12-14T02:59:46.829237758Z [inf]      "role": "assistant",
2025-12-14T02:59:47.013945957Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:59:47.013953801Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:59:47.243536654Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:59:47.258691797Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
